pin d  ch rank
wui 6  燴 4361
wui 6  滙 7484
woo    豌 2965
woo    剜 4901
woo 2  碗 1725
woo 2  腕 2632
woo 2  浣 5146
woo 2  睆 6802
woo 4  緩 1221
woo 4  援 1315
woo 4  垣 3635
woo 4  桓 4356
woo 4  瓛 6781
woo 4  萑 6892
woo 5  皖 2921
woo 6  換 0653
woo 6  喚 2283
woo 6  煥 2890
woo 6  瘓 3871
woo 6  奐 3999
woo 6  渙 4091
wut 6  活 0202
Ｘ     Ｘ 7488
Ｙ     Ｙ 7526
ya  5  也 0043
ya  6  廿 3439
yak 3  猰 6765
yai 6  曳 3830
yai 6  拽 3980
yai 6  枻 5909
yai 6  勩 6071
yai 6  跩 7489
yum    音 0385
yum    陰 1098
yum    欽 2546
yum    喑 4639
yum    鑫 4686
yum    歆 4986
yum    愔 6110
yum    瘖 7521
yum 2  飲 1742
yum 3  蔭 2512
yum 4  吟 2372
yum 4  淫 2926
yum 4  壬 3979
yum 4  紝 4562
yum 4  妊 4645
yum 4  荏 5083
yum 4  霪 6550
yum 4  崟 6641
yum 4  簷 7427
yum 5  飪 2980
yum 5  衽 4538
yum 6  任 0251
yum 6  賃 4800
yum 6  恁 6106
yan    因 0109
yan    恩 1210
yan    欣 1888
yan    姻 1926
yan    殷 2301
yan    茵 3292
yan    甄 3389
yan    湮 4847
yan    訢 4876
yan    忻 4979
yan    慇 5571
yan    銦 5683
yan    堙 5720
yan    洇 5761
yan    昕 5901
yan    氤 6383
yan    闉 6546
yan    焮 6751
yan    禋 6815
yan    駰 7026
yan    絪 7307
yan    炘 7490
yan 2  隱 1500
yan 2  忍 1567
yan 2  荵 7125
yan 3  印 0752
yan 3  釁 3127
yan 3  舋 5796
yan 4  人 0009
yan 4  仁 1579
yan 4  寅 2945
yan 4  夤 4971
yan 5  引 0491
yan 5  蚓 3510
yan 5  癮 4275
yan 5  縯 6843
yan 6  韌 2147
yan 6  孕 2483
yan 6  刃 2616
yan 6  紉 3244
yan 6  憖 4053
yan 6  仞 4390
yan 6  垽 5041
yan 6  胤 5170
yan 6  軔 5514
yan 6  訒 6501
yup    泣 2853
yup    邑 3014
yup    浥 3567
yup    悒 3827
yup    揖 4265
yup    挹 4447
yup    熤 4597
yup    翕 5646
yup    唈 6307
yup    熠 7522
yup 6  入 0195
yat    一 0002
yat    壹 4970
yat 6  日 0120
yat 6  溢 2365
yat 6  逸 2474
yat 6  掖 4207
yat 6  佚 4547
yat 6  軼 4883
yat 6  鎰 5685
yat 6  佾 6055
yat 6  汨 7358
yau    優 0692
yau    休 1326
yau    憂 1893
yau    丘 2062
yau    幽 2213
yau    邱 3451
yau    蚯 3511
yau    咻 5203
yau    耰 5978
yau    庥 6343
yau    髹 7034
yau    鵂 7049
yau 2  鈾 2116
yau 2  黝 3898
yau 2  柚 5229
yau 2  糅 5788
yau 3  幼 1365
yau 4  由 0111
yau 4  油 0285
yau 4  游 0887
yau 4  尤 1378
yau 4  柔 1538
yau 4  遊 1851
yau 4  郵 1920
yau 4  揉 1946
yau 4  猶 2124
yau 4  悠 2183
yau 4  蕕 3126
yau 4  魷 3368
yau 4  蹂 4021
yau 4  疣 4274
yau 4  攸 4400
yau 4  繇 4612
yau 4  猷 4922
yau 4  鞣 5024
yau 4  斿 5579
yau 4  蚰 5997
yau 4  蝣 6484
yau 4  輶 6516
yau 4  鼬 7492
yau 5  有 0007
yau 5  友 0719
yau 5  誘 2114
yau 5  卣 3738
yau 5  酉 3924
yau 5  莠 4189
yau 5  羑 5351
yau 5  銪 5521
yau 5  牖 5611
yau 6  又 0147
yau 6  右 0618
yau 6  釉 2105
yau 6  佑 2839
yau 6  囿 5298
yau 6  宥 5563
yau 6  侑 6056
yau 6  狖 6761
yau 6  祐 7491
ye  4  爺 1122
ye  4  耶 2280
ye  4  椰 3458
ye  4  揶 4711
ye  4  玡 7495
ye  4  琊 7496
ye  5  野 1112
ye  5  冶 1869
ye  5  惹 2913
ye  5  喏 4905
ye  5  嘢 7494
ye  6  夜 0723
ye  6  偌 5293
yeg 4  贏 2481
yui 4  蕤 6480
yui 5  蕊 2746
yui 6  銳 1496
yui 6  裔 3703
yui 6  芮 5082
yui 6  睿 5334
yui 6  蚋 6216
yui 6  枘 7519
yun 6  潤 1028
yun 6  閏 3689
yee    依 0691
yee    醫 0793
yee    衣 0902
yee    伊 1000
yee    漪 3624
yee    噫 3930
yee    繄 4338
yee    黟 4545
yee    銥 4747
yee    猗 4854
yee    禕 4860
yee    咿 4964
yee    鷖 6575
yee    吚 7493
yi  2  椅 2300
yi  2  倚 2515
yi  2  綺 3494
yi  2  咦 4232
yi  2  齮 5195
yi  2  錡 6259
yi  2  偯 7501
yi  3  意 0167
yi  3  懿 3742
yi  3  薏 5493
yi  3  殪 6380
yi  3  饐 7025
yi  4  而 0052
yi  4  兒 0390
yi  4  移 0725
yi  4  宜 0911
yi  4  儀 1286
yi  4  疑 1372
yi  4  誼 1969
yi  4  夷 2505
yi  4  姨 2675
yi  4  飴 3435
yi  4  怡 3457
yi  4  沂 3483
yi  4  詒 3536
yi  4  迤 3596
yi  4  酏 3653
yi  4  皚 3769
yi  4  頤 3777
yi  4  貽 3922
yi  4  胰 4424
yi  4  傣 4506
yi  4  簃 4561
yi  4  訑 4875
yi  4  觺 5177
yi  4  貤 5266
yi  4  鮞 5287
yi  4  痍 5331
yi  4  荑 5486
yi  4  宧 5726
yi  4  臑 5795
yi  4  嶷 6341
yi  4  匜 6594
yi  4  椸 6713
yi  4  圯 7272
yi  4  迆 7397
yi  4  栘 7512
yi  5  以 0018
yi  5  已 0180
yi  5  議 0332
yi  5  爾 0506
yi  5  耳 1246
yi  5  擬 1755
yi  5  矣 2154
yi  5  洱 4777
yi  5  薿 4869
yi  5  邇 5101
yi  5  苡 5358
yi  5  鉺 6532
yi  6  二 0080
yi  6  義 0123
yi  6  易 0464
yi  6  異 0875
yi  6  廙 3213
yi  6  劓 3692
yi  6  肄 4094
yi  6  貳 5097
yi  6  珥 6773
yik    益 0690
yik    億 1250
yik    憶 1394
yik    抑 1861
yik    臆 3917
yik    鬩 6277
yik 6  液 0500
yik 6  亦 1093
yik 6  逆 1640
yik 6  役 1646
yik 6  譯 1668
yik 6  翼 1856
yik 6  疫 2046
yik 6  鷊 2344
yik 6  奕 2743
yik 6  翊 3392
yik 6  驛 3453
yik 6  弋 3863
yik 6  弈 3881
yik 6  腋 3891
yik 6  繹 3945
yik 6  翌 4310
yik 6  嶧 5886
yik 6  杙 5908
yik 6  蜴 6218
yik 6  鶂 6287
yik 6  懌 6353
yik 6  鷁 7057
yim    淹 2897
yim    奄 3455
yim    閹 3540
yim    懨 3959
yim    崦 5215
yim 2  掩 1741
yim 2  魘 6281
yim 2  厴 6302
yim 2  弇 6655
yim 2  黶 7506
yim 3  厭 2306
yim 3  俺 2319
yim 3  饜 6039
yim 4  嚴 0497
yim 4  鹽 0718
yim 4  炎 1661
yim 4  嫌 2431
yim 4  閻 3365
yim 4  髯 3490
yim 4  閆 5383
yim 4  蚺 6913
yim 5  染 0882
yim 5  冉 3544
yim 5  儼 4163
yim 5  剡 4230
yim 5  扊 4709
yim 5  琰 4925
yim 5  苒 5651
yim 6  驗 0394
yim 6  焰 1874
yim 6  艷 2157
yim 6  灩 4058
yim 6  焱 4488
yim 6  釅 5681
yim 6  燄 7503
yim 6  豔 7504
yin    煙 0870
yin    焉 2907
yin    嫣 3741
yin    胭 3852
yin    蔫 4219
yin    鄢 6027
yin    菸 6890
yin    嚥 7507
yin 2  演 0818
yin 2  衍 2533
yin 2  堰 3499
yin 2  鼴 4546
yin 2  郾 4571
yin 2  偃 4821
yin 2  毽 4917
yin 3  燕 1924
yin 3  宴 1929
yin 3  讌 7509
yin 3  醼 7510
yin 4  然 0114
yin 4  研 0370
yin 4  言 0565
yin 4  燃 0839
yin 4  弦 0860
yin 4  延 0946
yin 4  賢 1948
yin 4  筵 3700
yin 4  舷 3812
yin 4  涎 4409
yin 4  揅 4712
yin 4  妍 5042
yin 4  埏 6318
yin 4  鋋 6992
yin 4  絃 7508
yin 5  晛 4355
yin 5  兗 4900
yin 5  巘 6648
yin 6  現 0086
yin 6  彥 2687
yin 6  諺 3686
yin 6  唁 4080
yin 6  硯 4121
yin 6  莧 4311
yin 6  峴 4977
yin 6  讞 5506
yig    英 0531
yig    嬰 2464
yig    櫻 2672
yig    鷹 2729
yig    瑛 3493
yig    纓 4278
yig    膺 4340
yig    鸚 4957
yig    攖 5745
yig    蘡 5994
yig    瓔 6780
yig 2  影 0381
yig 2  映 0927
yig 2  癭 4366
yig 3  應 0105
yig 4  形 0126
yig 4  型 0458
yig 4  營 0526
yig 4  仍 0715
yig 4  刑 0724
yig 4  迎 1105
yig 4  凝 1211
yig 4  盈 1976
yig 4  扔 2566
yig 4  邢 2923
yig 4  熒 2971
yig 4  蠅 3063
yig 4  嬴 3843
yig 4  瑩 3847
yig 4  螢 3875
yig 4  縈 4248
yig 4  滎 4271
yig 4  瀛 4487
yig 4  楹 4844
yig 4  硎 5160
yig 4  嶸 5418
yig 4  塋 5558
yig 4  艿 6205
yig 4  瀅 6404
yig 4  瀠 7502
yig 6  認 0293
yig 6  媵 5560
yip 3  饁 3141
yip 3  腌 3683
yip 3  靨 6036
yip 3  醃 7505
yip 6  業 0098
yip 6  葉 0570
yip 6  頁 1519
yip 6  孽 3880
yip 6  燁 4118
yip 6  鄴 4947
yip 6  曄 6366
yip 6  叶 7511
yit 3  咽 2496
yit 3  謁 3246
yit 3  噎 4349
yit 6  熱 0270
yit 6  蘗 2321
yit 6  嚙 3305
yit 6  嵲 6642
yit 6  臬 6871
yiu    腰 1387
yiu    邀 1887
yiu    妖 3200
yiu    吆 3341
yiu    喓 3377
yiu    夭 3520
yiu    祆 3770
yiu    垚 6315
yiu 2  繞 1329
yiu 2  擾 1552
yiu 2  窅 4531
yiu 2  窈 5472
yiu 3  要 0019
yiu 4  搖 1182
yiu 4  姚 1905
yiu 4  遙 2192
yiu 4  窯 2200
yiu 4  饒 2316
yiu 4  謠 2491
yiu 4  堯 2885
yiu 4  徭 3503
yiu 4  瑤 3810
yiu 4  洮 4918
yiu 4  鰩 5288
yiu 4  嬈 5725
yiu 4  嶢 5885
yiu 4  橈 6132
yiu 4  猺 6768
yiu 4  蟯 6926
yiu 4  軺 6970
yiu 5  舀 3853
yiu 6  耀 1972
yiu 6  燿 4850
yiu 6  鷂 4896
yiu 6  曜 7514
yo     喲 2509
yo     唷 4583
yek 3  約 0416
yek 3  躍 1460
yek 6  若 0751
yek 6  藥 0844
yek 6  弱 0984
yek 6  曰 2066
yek 6  鑰 2817
yek 6  籲 3023
yek 6  虐 3077
yek 6  瘧 4605
yek 6  謔 5095
yek 6  龠 5535
yek 6  箬 5635
yek 6  篛 7497
yek 6  葯 7498
yek 6  蒻 7499
yeu    央 0746
yeu    秧 1599
yeu    殃 3398
yeu    鞅 4132
yeu    泱 4558
yeu    鴦 4954
yeu 3  怏 4980
yeu 4  陽 0642
yeu 4  洋 0720
yeu 4  揚 0904
yeu 4  楊 0985
yeu 4  羊 1689
yeu 4  攘 3507
yeu 4  佯 3954
yeu 4  瘍 4181
yeu 4  儴 5400
yeu 4  煬 5452
yeu 4  徉 5732
yeu 4  蘘 5809
yeu 4  暘 5906
yeu 4  烊 6152
yeu 4  颺 6274
yeu 4  垟 6314
yeu 4  瀼 6406
yeu 4  穰 6443
yeu 4  禳 6818
yeu 4  蛘 6914
yeu 4  勷 7418
yeu 5  養 0463
yeu 5  氧 0532
yeu 5  壤 1034
yeu 5  仰 1805
yeu 5  嚷 2350
yeu 5  癢 3161
yeu 5  痒 3462
yeu 6  樣 0131
yeu 6  讓 0682
yeu 6  釀 2137
yeu 6  漾 3940
yeu 6  恙 4649
yuk    沃 2418
yuk    噢 2859
yuk    旭 3135
yuk    毓 3288
yuk    煜 4919
yuk    昱 5903
yuk    燠 6411
yuk    鋈 6533
yuk    彧 6658
yuk    薁 6907
yuk 6  育 0473
yuk 6  肉 0899
yuk 6  玉 0965
yuk 6  欲 1479
yuk 6  獄 1855
yuk 6  辱 2142
yuk 6  浴 2383
yuk 6  慾 3134
yuk 6  褥 3467
yuk 6  峪 3694
yuk 6  鈺 4318
yuk 6  鬻 4893
yuk 6  溽 5236
yuk 6  淯 5447
yuk 6  鵒 6286
yuk 6  蓐 6477
yuk 6  縟 6841
yug    翁 2403
yug    雍 3001
yug    嗡 3634
yug    壅 5210
yug    雝 5384
yug    癰 5629
yug    邕 5679
yug    嗈 6083
yug    蕹 6212
yug 2  擁 1400
yug 2  湧 1859
yug 2  蛹 3153
yug 2  涌 3623
yug 2  踴 3858
yug 2  恿 4051
yug 2  甬 4061
yug 2  冗 4103
yug 2  臃 4249
yug 2  俑 4899
yug 2  蓊 6210
yug 2  滃 6397
yug 2  踊 7518
yug 4  容 0389
yug 4  溶 0560
yug 4  熔 1582
yug 4  融 1694
yug 4  絨 1750
yug 4  蓉 2281
yug 4  庸 2428
yug 4  鎔 2993
yug 4  戎 3044
yug 4  傭 3051
yug 4  茸 3254
yug 4  佣 3558
yug 4  榕 3564
yug 4  喁 5296
yug 4  顒 5387
yug 4  鄘 5520
yug 4  慵 5737
yug 4  鏞 6034
yug 4  墉 6319
yug 4  狨 6417
yug 4  瑢 6778
yug 5  勇 1276
yug 5  氄 5144
yug 6  用 0024
yu     於 0032
yu     于 1048
yu     淤 3069
yu     迂 3257
yu     紆 5003
yu     竽 5073
yu     邘 6519
yu  2  瘀 4062
yu  2  傴 5706
yu  2  嫗 6627
yu  3  酗 4155
yu  4  如 0074
yu  4  魚 0571
yu  4  餘 0717
yu  4  余 1427
yu  4  漁 1473
yu  4  輿 2158
yu  4  儒 2262
yu  4  愚 2387
yu  4  愉 2506
yu  4  嶼 2766
yu  4  俞 3028
yu  4  逾 3078
yu  4  娛 3297
yu  4  禺 3325
yu  4  榆 3356
yu  4  蠕 3534
yu  4  虞 3630
yu  4  渝 3868
yu  4  隅 3895
yu  4  瑜 4119
yu  4  茹 4372
yu  4  孺 4551
yu  4  嵎 4647
yu  4  盂 4669
yu  4  銣 4748
yu  4  揄 4771
yu  4  諛 4878
yu  4  腴 4936
yu  4  歟 5143
yu  4  濡 5149
yu  4  畬 5460
yu  4  臾 5484
yu  4  嚅 5552
yu  4  覦 5666
yu  4  璵 5776
yu  4  艅 5981
yu  4  旟 6363
yu  4  歈 6723
yu  4  毹 6726
yu  4  狳 6763
yu  4  窬 6822
yu  4  萸 6891
yu  4  薷 6908
yu  4  襦 6939
yu  4  妤 7523
yu  5  與 0133
yu  5  語 0785
yu  5  雨 0796
yu  5  予 1088
yu  5  乳 1576
yu  5  宇 1757
yu  5  羽 1898
yu  5  汝 2692
yu  5  禹 2922
yu  5  庾 4442
yu  5  俁 4819
yu  5  圄 4968
yu  5  圉 5299
yu  5  瑀 5328
yu  5  洳 5759
yu  5  窳 5785
yu  5  瘐 5951
yu  5  籹 6449
yu  5  貐 6955
yu  5  齬 7072
yu  6  預 0774
yu  6  遇 1069
yu  6  愈 1128
yu  6  譽 1983
yu  6  御 2002
yu  6  裕 2033
yu  6  豫 2399
yu  6  諭 2400
yu  6  寓 2578
yu  6  喻 2735
yu  6  禦 3224
yu  6  馭 3951
yu  6  澦 4144
yu  6  瘉 7524
yu  6  癒 7525
yue    冤 2082
yue    淵 2737
yue    蜿 3773
yue    鴛 4632
yue    鵷 4955
yue    蜎 5088
yue    鳶 5290
yue 2  院 0456
yue 2  縣 0485
yue 2  烷 0703
yue 2  丸 2640
yue 2  宛 3068
yue 2  阮 3207
yue 2  婉 3411
yue 2  苑 3646
yue 2  惋 3882
yue 2  琬 5067
yue 2  畹 6171
yue 3  怨 2074
yue 4  原 0146
yue 4  員 0192
yue 4  完 0336
yue 4  元 0355
yue 4  圓 0480
yue 4  源 0590
yue 4  沿 0988
yue 4  園 1189
yue 4  緣 1386
yue 4  鉛 1475
yue 4  懸 1626
yue 4  袁 1918
yue 4  玄 2063
yue 4  圜 3422
yue 4  猿 3766
yue 4  沅 3938
yue 4  媛 4165
yue 4  芫 4371
yue 4  紈 4420
yue 4  炫 4455
yue 4  轅 4501
yue 4  爰 4523
yue 4  黿 5114
yue 4  垸 5409
yue 4  洹 5444
yue 4  刓 6068
yue 4  湲 6733
yue 4  螈 6922
yue 5  遠 0546
yue 5  軟 1275
yue 5  鉉 5274
yue 5  泫 6386
yue 5  薳 7516
yue 6  願 0805
yue 6  眩 3888
yue 6  掾 4657
yue 6  瑗 6426
yue 6  繯 6846
yue 6  愿 7515
yue 6  衒 7517
yyt 3  釔 4383
yyt 3  爇 6412
yyt 6  月 0169
yyt 6  越 0378
yyt 6  乙 0777
yyt 6  閱 1828
yyt 6  穴 2302
yyt 6  悅 2360
yyt 6  粵 2625
yyt 6  聿 4534
yyt 6  鉞 4543
yyt 6  樾 5141
yyt 6  刖 5401
yyt 6  抈 5423
yyt 6  噦 6312
yyt 6  玥 6771
zx     Ｚ 7527
bei    痹 3833
bog    搒 6116
cag    牚 5064
cak    蓛 6900
cue    烇 7116
cue    瑔 7118
cue    絟 7119
cue    駩 7122
dan    泹 7482
dat    炟 6749
dik    樀 3787
dor    綞 6193
dun    潡 7146
dun    驐 7148
fai    砩 4214
fan    嬔 6629
fun    昐 7163
fun    秎 7168
fun    衯 7173
fun    鈖 7174
gak    佫 6059
gei    旡 7363
hue    昍 7238
jig    瀞 7266
jig    聇 7107
kwa    煃 7159
lig    昤 7327
lo     擼 5744
log    𠺘 7336
mak    銆 7393
mei    瑂 7355
nga    蕥 7377
sak    噻 7410
sih    躧 7312
suk    憟 7347
sum    蔘 7438
tim    𠻹 7447
wah    嬅 7473
wai    潓 4486
yek    鶸 7500
yim    棪 5750
yis    彝 3219
yis    𠒇 7513
yus    崳 6338
